left_variant,left_topic,right_variant,right_topic,keyword_jaccard_top_terms,document_jaccard_assignments,combined_score,left_keywords,right_keywords
keep_short,10,keep_short_remove_years,7,1.0,1.0,1.0,"medical, ayush, council, ayurveda, colleges, homeopathy, medicine, students, doctors, medical council","medical, ayush, ayurveda, council, homeopathy, medicine, colleges, students, medical council, doctors"
keep_short,11,keep_short_remove_years,5,1.0,1.0,1.0,"tobacco, tobacco products, cigarettes, bidi, warnings, health, products, smoking, beedi, warning","tobacco, tobacco products, cigarettes, bidi, health, warnings, products, smoking, beedi, warning"
keep_short,14,keep_short_remove_years,10,1.0,1.0,1.0,"pension, rbi, pension scheme, employees, scheme, cpf, option, rbi act, rbi pension, salary","pension, rbi, pension scheme, employees, scheme, cpf, option, rbi act, rbi pension, salary"
keep_short,5,keep_short_remove_years,1,0.5625,0.9230769230769231,0.7427884615384616,"2014, 2013, recruitment, recruitment rules, 2015, tasking, multi tasking, rules 2013, tasking staff, group","recruitment, recruitment rules, tasking, multi tasking, tasking staff, multi, posts, group, post, xx"
keep_short,7,keep_short_remove_years,3,0.6,0.8,0.7,"contained thirteenth, 2004, 2010, rules 2004, science technology, thirteenth, science, department science, hissar, hissar group","contained thirteenth, science technology, thirteenth, science, department science, hissar, hissar group, technology, technical rules, taken recommendations"
keep_short,12,keep_short_remove_years,15,0.7333333333333333,0.6666666666666666,0.7,"2016, irdai, regulations, insurance, regulations 2016, solvency, actuary, appointed actuary, regulatory development, insurance regulatory","irdai, insurance, ombudsman, regulations, insurance ombudsman, insurance regulatory, regulatory development, solvency, actuary, appointed actuary"
keep_short,3,keep_short_remove_years,4,0.3125,0.6923076923076923,0.5024038461538461,"1992, 1991, 1993, surface, port, gsr, surface transport, 1992 gsr, 1994, tbe","port, surface, surface transport, transport, gsr, regulations, port trust, trust, regulation, employees"
keep_short,4,keep_short_remove_years,2,0.3125,0.6578947368421053,0.48519736842105265,"act, 1957, 1958, section, bye, central, state, 1954, 1959, 1953","act, bye, board, central, cantonment, section, bye laws, order, state, orders"
keep_short,13,keep_short_remove_years,12,0.5,0.42857142857142855,0.4642857142857143,"customs, commissioner customs, commissioner, 2018, manifest, transhipment, regulations 2018, regulations, carrier, 2021","customs, commissioner customs, commissioner, manifest, transhipment, carrier, regulations, xx, cargo, authorised carrier"
keep_short,0,keep_short_remove_years,0,0.3125,0.603448275862069,0.4579741379310345,"1977, 1976, 1975, department, 1978, 1974, act, recruitment, service, order","department, recruitment, act, service, order, central, recruitment rules, early, amend, effect"
keep_short,8,keep_short_remove_years,9,0.2222222222222222,0.6333333333333333,0.42777777777777776,"1997, recruitment, 1996, 2000, 1995, 1998, 2002, recruitment rules, 1999, probation","recruitment, recruitment rules, probation, direct recruits, promotees, recruits, gsr, group, contract, direct"
keep_short,2,keep_short_remove_years,16,0.2727272727272727,0.5,0.38636363636363635,"xx, xx xx, 2021, 2017, observations recommendations, 2022, 2020, ombudsman, rules 2017, insurance ombudsman","xx, xx xx, observations recommendations, chairperson, seventeenth, recommendations contained, nil, 2021, observations, beas management"
keep_short,19,keep_short_remove_years,17,0.2857142857142857,0.2631578947368421,0.2744360902255639,"waste, 2017, 2016, act, real estate, aiims, waste management, information technology, 2018, auction","waste, waste management, recycling, management, environment, technology, information technology, pollution control, recyclers, pollution"
keep_short,1,keep_short_remove_years,8,0.2222222222222222,0.3235294117647059,0.2728758169934641,"2005, 2003, 2004, 2006, 2002, 2007, notification, delay, laid, gsr","delay, gsr, notification, publication, amendment rules, xx, department, laid, final, table"
keep_short,9,keep_short_remove_years,6,0.1111111111111111,0.4166666666666667,0.2638888888888889,"tbe, 1983, 1980, 1978, 1982, 1981, 1984, 1979, department, 1985","tbe, tbat, tile, tea, act, law, department, tho, sbri, representative"
keep_short,6,keep_short_remove_years,18,0.047619047619047616,0.43478260869565216,0.2412008281573499,"2010, 2012, 2011, 2009, 2013, gsr, 2010 gsr, 2009 gsr, department, rules 2010","natural gas, gas, petroleum natural, petroleum, tariff, natural, 2012, pipeline, gas regulatory, gas pipeline"
keep_short,17,keep_short_remove_years,16,0.23809523809523808,0.18518518518518517,0.21164021164021163,"2023, 2022, 2021, act, regulations, chairperson, xxx, framing, observations recommendations, xxx xxx","xx, xx xx, observations recommendations, chairperson, seventeenth, recommendations contained, nil, 2021, observations, beas management"
keep_short,18,keep_short_remove_years,0,0.15789473684210525,0.2112676056338028,0.18458117123795403,"1969, 1968, 1971, 1970, service, 1972, rules 1969, railway, 1967, recruitment","department, recruitment, act, service, order, central, recruitment rules, early, amend, effect"
keep_short,15,keep_short_remove_years,8,0.09090909090909091,0.26666666666666666,0.17878787878787877,"2008, rules 2008, 2008 gsr, 2010, competition, 2009, 2011, electronics, chairman, karunakaran","delay, gsr, notification, publication, amendment rules, xx, department, laid, final, table"
keep_short,16,keep_short_remove_years,19,0.0,0.18181818181818182,0.09090909090909091,"nuclear, liability, clnd, act, supplier, nuclear damage, atomic energy, operator, atomic, clnd act","consumer, public distribution, food public, food, consumer affairs, distribution, vegetable, affairs food, packages, consumer protection"
